occ_date,x_coordina,y_coordina,week_no,month_no,day_mo,occ_year,day_no,fyear,call_group_type,case_desc_type
2012-06-28,7648427,660938,244,57,28,2012,1707,2013,3,0
2012-06-28,7648800,689491,244,57,28,2012,1707,2013,3,0
2012-06-29,7671912,694706,244,57,29,2012,1706,2013,3,0
2012-06-30,7668329,673110,244,57,30,2012,1705,2013,3,0
2012-06-30,7670420,669060,244,57,30,2012,1705,2013,3,0
2012-07-02,7626284,712573,244,56,2,2012,1703,2013,3,0
2012-07-02,7630540,656428,244,56,2,2012,1703,2013,3,0
2012-07-02,7680128,672650,244,56,2,2012,1703,2013,3,0
2012-07-03,7661839,686707,244,56,3,2012,1702,2013,3,0
2012-07-04,7656410,676282,243,56,4,2012,1701,2013,3,0
2012-06-29,7648816,705354,244,57,29,2012,1706,2013,3,0
2012-06-29,7671434,662933,244,57,29,2012,1706,2013,3,0
2012-07-01,7648043,697437,244,56,1,2012,1704,2013,3,0
2012-07-01,7670591,676870,244,56,1,2012,1704,2013,3,0
2012-07-01,7686181,694571,244,56,1,2012,1704,2013,3,0
2012-07-02,7623606,727287,244,56,2,2012,1703,2013,3,0
2012-07-02,7644876,685088,244,56,2,2012,1703,2013,3,0
2012-07-05,7630926,683341,243,56,5,2012,1700,2013,3,0
2012-07-05,7653379,683422,243,56,5,2012,1700,2013,3,0
2012-07-07,7646650,689586,243,56,7,2012,1698,2013,3,0
2012-07-10,7624518,715702,243,56,10,2012,1695,2013,3,0
2012-07-13,7664330,699246,242,56,13,2012,1692,2013,3,0
2012-07-13,7666325,669388,242,56,13,2012,1692,2013,3,0
2012-07-15,7644820,693332,242,56,15,2012,1690,2013,3,0
2012-07-18,7682351,666336,241,56,18,2012,1687,2013,3,0
2012-07-20,7672729,686889,241,56,20,2012,1685,2013,3,0
2012-07-23,7687017,681441,241,56,23,2012,1682,2013,3,0
2012-07-25,7640818,686652,240,56,25,2012,1680,2013,3,0
2012-07-25,7667909,668267,240,56,25,2012,1680,2013,3,0
2012-07-25,7685555,684485,240,56,25,2012,1680,2013,3,0
2012-07-26,7644125,675728,240,56,26,2012,1679,2013,3,0
2012-07-27,7653668,672443,240,56,27,2012,1678,2013,3,0
2012-07-30,7681046,669051,240,56,30,2012,1675,2013,3,0
2012-08-01,7646850,693416,239,55,1,2012,1673,2013,3,0
2012-08-01,7654505,694807,239,55,1,2012,1673,2013,3,0
2012-08-02,7669028,670858,239,55,2,2012,1672,2013,3,0
2012-08-06,7693365,671376,239,55,6,2012,1668,2013,3,0
2012-08-07,7674882,671020,239,55,7,2012,1667,2013,3,0
2012-08-09,7640370,707831,238,55,9,2012,1665,2013,3,0
2012-08-15,7646650,689586,237,55,15,2012,1659,2013,3,0
2012-08-15,7671517,704190,237,55,15,2012,1659,2013,3,0
2012-08-16,7674163,684066,237,55,16,2012,1658,2013,3,0
2012-08-18,7668511,683632,237,55,18,2012,1656,2013,3,0
2012-08-19,7643875,701822,237,55,19,2012,1655,2013,3,0
2012-08-19,7665072,663747,237,55,19,2012,1655,2013,3,0
2012-08-24,7673874,686958,236,55,24,2012,1650,2013,3,0
2012-08-24,7690255,676379,236,55,24,2012,1650,2013,3,0
2012-08-27,7652348,663188,236,55,27,2012,1647,2013,3,0
2012-08-28,7664306,670819,236,55,28,2012,1646,2013,3,0
2012-07-04,7660364,673883,243,56,4,2012,1701,2013,3,0
2012-07-07,7648015,681042,243,56,7,2012,1698,2013,3,0
2012-07-07,7648551,688110,243,56,7,2012,1698,2013,3,0
2012-07-08,7684665,673318,243,56,8,2012,1697,2013,3,0
2012-07-15,7655977,667992,242,56,15,2012,1690,2013,3,0
2012-07-15,7665182,662658,242,56,15,2012,1690,2013,3,0
2012-07-15,7670813,681894,242,56,15,2012,1690,2013,3,0
2012-07-16,7636387,707142,242,56,16,2012,1689,2013,3,0
2012-07-16,7676880,689283,242,56,16,2012,1689,2013,3,0
2012-07-16,7678370,701104,242,56,16,2012,1689,2013,3,0
2012-07-18,7686002,683416,241,56,18,2012,1687,2013,3,0
2012-07-20,7639777,685873,241,56,20,2012,1685,2013,3,0
2012-07-20,7669722,677948,241,56,20,2012,1685,2013,3,0
2012-07-23,7654264,687854,241,56,23,2012,1682,2013,3,0
2012-07-25,7672090,687371,240,56,25,2012,1680,2013,3,0
2012-07-25,7675007,669961,240,56,25,2012,1680,2013,3,0
2012-07-26,7646650,689586,240,56,26,2012,1679,2013,3,0
2012-07-26,7680280,680812,240,56,26,2012,1679,2013,3,0
2012-07-31,7653406,677407,240,56,31,2012,1674,2013,3,0
2012-08-02,7641281,717352,239,55,2,2012,1672,2013,3,0
2012-08-02,7683079,669248,239,55,2,2012,1672,2013,3,0
2012-08-03,7659124,700146,239,55,3,2012,1671,2013,3,0
2012-08-03,7686181,694571,239,55,3,2012,1671,2013,3,0
2012-08-04,7677700,687657,239,55,4,2012,1670,2013,3,0
2012-08-05,7649721,662110,239,55,5,2012,1669,2013,3,0
2012-08-06,7651622,703519,239,55,6,2012,1668,2013,3,0
2012-08-06,7661588,675642,239,55,6,2012,1668,2013,3,0
2012-08-07,7660916,677391,239,55,7,2012,1667,2013,3,0
2012-08-07,7669228,696164,239,55,7,2012,1667,2013,3,0
2012-08-10,7643153,696391,238,55,10,2012,1664,2013,3,0
2012-08-10,7677002,673199,238,55,10,2012,1664,2013,3,0
2012-08-13,7685720,694291,238,55,13,2012,1661,2013,3,0
2012-08-15,7670956,675380,237,55,15,2012,1659,2013,3,0
2012-08-15,7671434,662933,237,55,15,2012,1659,2013,3,0
2012-08-15,7681951,693970,237,55,15,2012,1659,2013,3,0
2012-08-18,7648234,687805,237,55,18,2012,1656,2013,3,0
2012-08-19,7651637,688479,237,55,19,2012,1655,2013,3,0
2012-08-19,7661512,679976,237,55,19,2012,1655,2013,3,0
2012-08-20,7650513,704611,237,55,20,2012,1654,2013,3,0
2012-08-30,7644529,675652,235,55,30,2012,1644,2013,3,0
2012-08-30,7650295,681386,235,55,30,2012,1644,2013,3,0
2012-08-30,7691440,666358,235,55,30,2012,1644,2013,3,0
2012-08-31,7665993,696044,235,55,31,2012,1643,2013,3,0
2012-09-02,7670587,661779,235,54,2,2012,1641,2013,3,0
2012-09-03,7681124,679668,235,54,3,2012,1640,2013,3,0
2012-09-04,7623819,717330,235,54,4,2012,1639,2013,3,0
2012-09-04,7634633,706259,235,54,4,2012,1639,2013,3,0
2012-09-05,7646394,696619,234,54,5,2012,1638,2013,3,0
2012-09-05,7666936,685484,234,54,5,2012,1638,2013,3,0
2012-09-05,7686401,673754,234,54,5,2012,1638,2013,3,0
2012-09-10,7630286,666391,234,54,10,2012,1633,2013,3,0
2012-09-12,7659675,689782,233,54,12,2012,1631,2013,3,0
2012-09-13,7673764,664045,233,54,13,2012,1630,2013,3,0
2012-09-14,7656638,684805,233,54,14,2012,1629,2013,3,0
2012-09-16,7691664,679162,233,54,16,2012,1627,2013,3,0
2012-09-17,7643993,709261,233,54,17,2012,1626,2013,3,0
2012-09-17,7645969,684826,233,54,17,2012,1626,2013,3,0
2012-09-17,7650343,708996,233,54,17,2012,1626,2013,3,0
2012-09-17,7656567,686439,233,54,17,2012,1626,2013,3,0
2012-09-17,7670449,670821,233,54,17,2012,1626,2013,3,0
2012-09-18,7650951,694701,233,54,18,2012,1625,2013,3,0
2012-09-19,7650593,667225,232,54,19,2012,1624,2013,3,0
2012-09-19,7659854,685471,232,54,19,2012,1624,2013,3,0
2012-09-19,7687790,684273,232,54,19,2012,1624,2013,3,0
2012-09-20,7663450,671859,232,54,20,2012,1623,2013,3,0
2012-09-21,7672113,682379,232,54,21,2012,1622,2013,3,0
2012-09-21,7684152,677558,232,54,21,2012,1622,2013,3,0
2012-09-22,7662533,673990,232,54,22,2012,1621,2013,3,0
2012-09-23,7679683,673861,232,54,23,2012,1620,2013,3,0
2012-09-24,7624436,713320,232,54,24,2012,1619,2013,3,0
2012-09-25,7687130,677463,232,54,25,2012,1618,2013,3,0
2012-09-27,7641077,686131,231,54,27,2012,1616,2013,3,0
2012-09-29,7650702,674391,231,54,29,2012,1614,2013,3,0
2012-09-29,7671640,667337,231,54,29,2012,1614,2013,3,0
2012-09-30,7675394,695765,231,54,30,2012,1613,2013,3,0
2012-10-01,7650320,687621,231,53,1,2012,1612,2013,3,0
2012-10-01,7657038,673022,231,53,1,2012,1612,2013,3,0
2012-08-20,7678140,687119,237,55,20,2012,1654,2013,3,0
2012-08-20,7687190,681619,237,55,20,2012,1654,2013,3,0
2012-08-21,7644751,693317,237,55,21,2012,1653,2013,3,0
2012-08-21,7684659,679605,237,55,21,2012,1653,2013,3,0
2012-08-23,7649621,675019,236,55,23,2012,1651,2013,3,0
2012-08-23,7654210,699190,236,55,23,2012,1651,2013,3,0
2012-08-23,7693209,671833,236,55,23,2012,1651,2013,3,0
2012-08-25,7650547,681143,236,55,25,2012,1649,2013,3,0
2012-08-27,7622640,714929,236,55,27,2012,1647,2013,3,0
2012-08-27,7635900,668052,236,55,27,2012,1647,2013,3,0
2012-08-27,7674005,675531,236,55,27,2012,1647,2013,3,0
2012-08-28,7671046,664712,236,55,28,2012,1646,2013,3,0
2012-08-29,7689384,680324,235,55,29,2012,1645,2013,3,0
2012-08-30,7636732,705598,235,55,30,2012,1644,2013,3,0
2012-08-31,7648950,683174,235,55,31,2012,1643,2013,3,0
2012-09-01,7662677,698408,235,54,1,2012,1642,2013,3,0
2012-09-05,7637202,688472,234,54,5,2012,1638,2013,3,0
2012-09-05,7669638,665089,234,54,5,2012,1638,2013,3,0
2012-09-05,7673556,680946,234,54,5,2012,1638,2013,3,0
2012-09-05,7683807,696497,234,54,5,2012,1638,2013,3,0
2012-09-06,7684833,684381,234,54,6,2012,1637,2013,3,0
2012-09-07,7650320,687621,234,54,7,2012,1636,2013,3,0
2012-09-08,7642709,717806,234,54,8,2012,1635,2013,3,0
2012-09-09,7650874,694651,234,54,9,2012,1634,2013,3,0
2012-09-10,7663186,672606,234,54,10,2012,1633,2013,3,0
2012-09-11,7658978,688202,234,54,11,2012,1632,2013,3,0
2012-09-11,7665062,684605,234,54,11,2012,1632,2013,3,0
2012-09-13,7648584,682325,233,54,13,2012,1630,2013,3,0
2012-09-13,7692322,672636,233,54,13,2012,1630,2013,3,0
2012-09-14,7661292,674192,233,54,14,2012,1629,2013,3,0
2012-09-14,7675348,681891,233,54,14,2012,1629,2013,3,0
2012-09-18,7643421,686389,233,54,18,2012,1625,2013,3,0
2012-09-21,7650769,674038,232,54,21,2012,1622,2013,3,0
2012-09-21,7673955,685570,232,54,21,2012,1622,2013,3,0
2012-09-22,7635598,708917,232,54,22,2012,1621,2013,3,0
2012-09-22,7637907,714170,232,54,22,2012,1621,2013,3,0
2012-09-27,7659346,702789,231,54,27,2012,1616,2013,3,0
2012-09-27,7669897,665073,231,54,27,2012,1616,2013,3,0
2012-09-27,7673332,682219,231,54,27,2012,1616,2013,3,0
2012-09-27,7689773,682773,231,54,27,2012,1616,2013,3,0
2012-09-28,7641077,685611,231,54,28,2012,1615,2013,3,0
2012-09-28,7644564,666214,231,54,28,2012,1615,2013,3,0
2012-09-28,7647315,695185,231,54,28,2012,1615,2013,3,0
2012-09-28,7684798,687216,231,54,28,2012,1615,2013,3,0
2012-09-30,7677224,681956,231,54,30,2012,1613,2013,3,0
2012-10-02,7642021,703956,231,53,2,2012,1611,2013,3,0
2012-10-02,7659346,702789,231,53,2,2012,1611,2013,3,0
2012-10-02,7668637,675779,231,53,2,2012,1611,2013,3,0
2012-10-03,7652091,661294,230,53,3,2012,1610,2013,3,0
2012-10-04,7673642,673812,230,53,4,2012,1609,2013,3,0
2012-10-05,7673511,684527,230,53,5,2012,1608,2013,3,0
2012-10-09,7689187,683832,230,53,9,2012,1604,2013,3,0
2012-10-10,7653303,672244,229,53,10,2012,1603,2013,3,0
2012-10-11,7675116,682765,229,53,11,2012,1602,2013,3,0
2012-10-13,7625836,712276,229,53,13,2012,1600,2013,3,0
2012-10-13,7639207,687677,229,53,13,2012,1600,2013,3,0
2012-10-13,7665180,699147,229,53,13,2012,1600,2013,3,0
2012-10-14,7690872,665824,229,53,14,2012,1599,2013,3,0
2012-10-15,7643699,683456,229,53,15,2012,1598,2013,3,0
2012-10-17,7645442,695777,228,53,17,2012,1596,2013,3,0
2012-10-17,7682654,688136,228,53,17,2012,1596,2013,3,0
2012-10-18,7676963,670867,228,53,18,2012,1595,2013,3,0
2012-10-20,7669291,680168,228,53,20,2012,1593,2013,3,0
2012-10-21,7641016,680908,228,53,21,2012,1592,2013,3,0
2012-10-22,7651198,661319,228,53,22,2012,1591,2013,3,0
2012-10-22,7683229,678703,228,53,22,2012,1591,2013,3,0
2012-10-25,7675764,695568,227,53,25,2012,1588,2013,3,0
2012-10-26,7643596,684774,227,53,26,2012,1587,2013,3,0
2012-10-26,7644753,665519,227,53,26,2012,1587,2013,3,0
2012-10-26,7679934,700299,227,53,26,2012,1587,2013,3,0
2012-10-27,7649152,683868,227,53,27,2012,1586,2013,3,0
2012-10-28,7681166,681017,227,53,28,2012,1585,2013,3,0
2012-10-29,7678048,696108,227,53,29,2012,1584,2013,3,0
2012-10-29,7678158,668195,227,53,29,2012,1584,2013,3,0
2012-10-29,7683749,670775,227,53,29,2012,1584,2013,3,0
2012-10-30,7644875,684308,227,53,30,2012,1583,2013,3,0
2012-10-30,7676344,692842,227,53,30,2012,1583,2013,3,0
2012-10-31,7675138,681900,226,53,31,2012,1582,2013,3,0
2012-10-31,7675565,680559,226,53,31,2012,1582,2013,3,0
2012-10-31,7680792,677369,226,53,31,2012,1582,2013,3,0
2012-11-01,7671812,668232,226,52,1,2012,1581,2013,3,0
2012-11-01,7685339,673110,226,52,1,2012,1581,2013,3,0
2012-11-03,7654815,682374,226,52,3,2012,1579,2013,3,0
2012-11-05,7673642,673812,226,52,5,2012,1577,2013,3,0
2012-11-05,7678530,673885,226,52,5,2012,1577,2013,3,0
2012-11-06,7657182,699193,226,52,6,2012,1576,2013,3,0
2012-11-07,7663952,671570,225,52,7,2012,1575,2013,3,0
2012-11-08,7671045,663123,225,52,8,2012,1574,2013,3,0
2012-11-08,7672095,671537,225,52,8,2012,1574,2013,3,0
2012-11-10,7643544,704298,225,52,10,2012,1572,2013,3,0
2012-11-11,7643897,702473,225,52,11,2012,1571,2013,3,0
2012-11-12,7658188,672727,225,52,12,2012,1570,2013,3,0
2012-11-12,7669856,670609,225,52,12,2012,1570,2013,3,0
2012-11-12,7686163,682979,225,52,12,2012,1570,2013,3,0
2012-11-13,7685793,682791,225,52,13,2012,1569,2013,3,0
2012-11-16,7624289,710333,224,52,16,2012,1566,2013,3,0
2012-11-16,7664780,685105,224,52,16,2012,1566,2013,3,0
2012-11-18,7657443,677857,224,52,18,2012,1564,2013,3,0
2012-11-21,7639914,715649,223,52,21,2012,1561,2013,3,0
2012-11-21,7669976,696896,223,52,21,2012,1561,2013,3,0
2012-11-23,7667278,669590,223,52,23,2012,1559,2013,3,0
2012-11-24,7677089,687491,223,52,24,2012,1558,2013,3,0
2012-11-24,7686778,681784,223,52,24,2012,1558,2013,3,0
2012-11-26,7644324,670349,223,52,26,2012,1556,2013,3,0
2012-11-27,7665910,688684,223,52,27,2012,1555,2013,3,0
2012-11-27,7687843,663941,223,52,27,2012,1555,2013,3,0
2012-11-28,7680282,684930,222,52,28,2012,1554,2013,3,0
2012-11-30,7643417,687429,222,52,30,2012,1552,2013,3,0
2012-12-01,7666221,668316,222,51,1,2012,1551,2013,3,0
2012-12-02,7643453,683557,222,51,2,2012,1550,2013,3,0
2012-12-09,7675178,684672,221,51,9,2012,1543,2013,3,0
2012-12-10,7644494,697308,221,51,10,2012,1542,2013,3,0
2012-12-10,7687114,690332,221,51,10,2012,1542,2013,3,0
2012-12-13,7673556,680946,220,51,13,2012,1539,2013,3,0
2012-12-15,7641534,682941,220,51,15,2012,1537,2013,3,0
2012-12-18,7640776,665351,220,51,18,2012,1534,2013,3,0
2012-12-19,7673616,685219,219,51,19,2012,1533,2013,3,0
2012-12-19,7677843,662711,219,51,19,2012,1533,2013,3,0
2012-12-20,7687679,673998,219,51,20,2012,1532,2013,3,0
2012-12-21,7647158,690914,219,51,21,2012,1531,2013,3,0
2012-12-24,7641076,687949,219,51,24,2012,1528,2013,3,0
2012-12-27,7660969,674634,218,51,27,2012,1525,2013,3,0
2012-12-28,7679758,685942,218,51,28,2012,1524,2013,3,0
2012-12-29,7675182,696539,218,51,29,2012,1523,2013,3,0
